 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
88,74.408,67.202,83.366,82.507,80.035,107.195,81.434,119.242,136.358,111.021,141.137,110.635,125.585,93.653,103.062,100.874,109.653,142.134,130.694,113.093,147.294,80.239,74.938,132.207,77.119,86.117,103.831,127.243,161.254,88.976,86.962,124.256,104.732,108.279,125.340,83.908,111.797,104.185,87.757
89,75.099,67.716,83.240,82.281,80.049,108.325,81.684,119.946,140.879,111.126,138.942,111.021,125.774,94.642,104.524,102.083,109.197,141.514,130.120,113.777,143.907,80.156,74.744,132.429,77.693,88.555,104.082,126.233,163.012,88.463,85.538,124.205,106.452,112.371,126.918,85.045,112.138,102.288,88.915
90,74.850,67.301,83.130,81.329,80.204,107.870,82.688,118.175,141.482,111.817,139.166,110.278,125.241,94.666,103.566,101.561,108.576,140.673,130.010,112.708,146.684,80.163,74.531,131.997,77.556,90.195,104.662,126.948,164.617,89.175,86.538,125.168,107.031,119.376,126.758,84.474,113.379,102.498,89.745
91,74.775,67.649,84.209,81.761,79.949,108.078,81.697,118.744,140.248,111.008,139.243,110.563,124.141,94.249,103.577,100.860,108.733,143.079,129.466,113.742,146.218,80.000,73.355,132.220,77.224,89.549,104.303,126.877,162.741,88.582,86.519,125.325,104.646,116.198,126.922,84.679,112.181,103.303,88.453
92,74.433,67.994,82.457,82.151,80.044,108.095,81.225,118.351,138.577,110.090,137.984,112.153,126.297,94.406,103.662,101.037,108.639,142.395,130.574,113.041,144.458,78.734,74.825,130.704,77.639,88.176,104.207,127.577,161.774,88.237,87.612,125.963,104.127,112.961,126.000,85.282,112.267,102.277,89.033
93,75.157,67.381,83.854,82.249,80.367,108.866,81.072,118.044,139.592,111.229,138.738,110.156,125.887,93.809,103.451,101.220,109.429,142.800,130.650,114.251,145.225,78.977,75.142,126.987,77.473,86.755,104.843,127.698,163.640,88.353,85.587,125.462,102.853,110.731,126.660,84.995,111.737,102.033,88.538
94,74.443,66.867,83.122,82.305,79.624,107.874,80.675,119.079,139.685,110.758,137.837,111.491,125.621,93.970,103.891,101.561,109.311,141.293,129.561,114.155,145.178,80.355,74.360,129.785,78.141,85.930,104.235,128.103,163.624,88.849,86.481,124.960,102.054,108.525,126.947,84.955,112.164,103.306,88.334
95,74.658,67.873,83.606,81.313,79.397,107.511,80.181,118.647,139.307,111.008,137.802,109.985,125.536,94.345,104.034,100.844,109.785,140.904,128.409,114.223,143.775,80.216,74.028,127.356,77.502,84.725,104.678,125.983,162.635,88.142,86.288,125.416,102.266,108.475,125.398,85.416,112.996,101.096,87.888
96,74.204,67.331,82.799,81.172,79.677,105.498,81.369,117.593,138.938,110.018,138.719,111.419,126.064,93.297,103.648,100.565,109.192,141.741,130.625,115.856,146.042,80.156,73.791,128.969,78.444,84.083,104.777,127.934,162.769,88.439,85.516,125.103,101.808,107.508,126.217,85.032,110.716,102.387,89.301
97,74.297,67.957,82.957,82.170,79.770,107.277,80.762,118.884,137.839,111.676,137.556,110.105,124.926,93.698,102.957,101.512,109.253,141.079,130.863,112.890,145.303,80.618,74.393,126.018,77.036,84.996,104.462,126.678,163.055,88.623,85.728,126.695,101.672,106.905,126.586,85.800,111.440,103.122,89.380
98,74.959,67.383,82.665,81.772,79.392,105.818,81.069,117.974,138.045,110.769,137.361,111.769,124.979,93.764,103.259,100.986,108.571,141.739,129.917,114.216,144.996,79.322,75.085,124.529,77.426,84.683,104.362,127.661,161.850,87.774,85.840,126.145,101.664,105.918,125.742,84.605,112.323,103.221,87.884
99,74.794,67.181,83.476,82.202,79.935,108.281,81.934,118.875,136.924,111.193,138.326,110.425,125.638,93.759,103.970,100.528,108.532,142.106,130.306,113.660,145.858,78.987,74.559,124.963,77.318,84.369,104.662,127.472,162.446,88.593,86.609,125.108,101.584,105.658,126.754,84.271,111.603,101.779,87.657
100,74.348,67.144,82.303,81.870,79.392,107.723,81.869,118.412,137.031,110.671,137.684,111.458,126.431,93.846,103.987,100.469,110.377,142.210,129.292,113.223,144.449,80.977,74.948,122.683,77.585,84.567,104.070,126.845,163.633,88.080,86.542,125.598,100.980,105.615,125.516,85.145,108.815,101.716,88.401
101,74.452,67.037,83.461,82.066,80.088,106.043,81.497,119.121,136.885,110.280,137.096,110.416,124.651,93.341,103.438,101.587,109.070,140.473,129.801,114.003,144.833,80.339,73.806,124.791,77.635,84.928,104.927,128.268,163.852,89.837,86.974,125.487,101.641,105.213,124.975,85.437,111.578,102.528,89.401
102,74.421,67.716,82.433,82.162,81.132,105.758,82.119,118.549,138.994,110.892,138.121,110.686,124.844,94.030,103.551,100.780,109.042,141.762,130.723,113.405,147.114,80.332,74.848,123.136,76.968,84.678,104.080,126.614,161.390,88.819,85.554,125.880,100.563,104.073,126.627,85.703,112.293,102.590,88.216
103,74.384,67.396,83.291,82.424,80.269,106.654,82.053,119.879,136.648,110.177,137.581,111.087,125.449,93.148,104.370,102.096,109.876,141.146,130.475,114.034,145.956,80.163,74.934,120.736,77.108,83.615,106.047,127.396,163.594,88.736,86.779,126.182,101.461,103.915,125.086,84.676,112.970,103.705,87.489
104,75.270,67.712,84.520,82.390,80.392,107.160,81.131,118.560,137.963,110.532,137.265,111.189,125.900,94.280,103.970,100.646,109.899,143.690,128.870,112.357,145.936,80.880,75.156,124.055,78.043,83.833,104.007,126.319,162.663,88.617,87.115,125.547,101.901,104.475,124.799,84.518,111.427,103.314,88.465
105,74.478,67.342,83.748,81.894,79.891,106.922,80.628,117.726,139.304,110.720,136.419,110.171,125.454,94.349,103.398,101.589,110.677,141.754,130.007,113.766,145.201,79.332,74.223,123.492,76.888,83.778,104.700,127.334,161.580,88.442,86.067,125.308,101.974,104.818,125.037,85.368,111.823,102.701,87.723
106,75.219,67.976,83.382,82.355,80.318,106.866,81.438,118.654,139.208,109.596,137.952,110.290,126.187,93.390,103.656,100.606,108.222,140.870,131.029,114.052,145.839,79.688,74.810,122.940,77.635,84.754,103.770,126.747,162.801,89.389,86.035,124.393,101.104,105.641,126.680,84.618,111.603,101.664,88.073
107,74.759,67.301,81.417,80.700,79.752,108.216,80.628,118.591,138.411,110.594,139.134,110.132,126.477,92.978,103.231,101.799,109.897,140.749,128.549,113.674,145.337,80.754,74.464,120.699,76.877,84.207,104.298,126.371,163.342,87.297,87.564,126.291,101.082,103.734,125.967,84.855,112.155,102.638,87.815
108,74.899,76.877,84.012,83.292,80.290,106.922,81.241,120.123,138.552,109.668,137.399,110.799,126.195,94.824,104.109,101.644,109.630,141.325,130.510,114.746,158.686,81.136,74.777,120.312,78.274,84.695,118.075,128.199,163.762,92.982,88.295,130.091,101.879,103.980,126.225,84.716,113.220,102.524,99.948
109,74.984,83.991,84.169,85.088,80.497,107.143,81.512,119.809,145.158,110.972,139.297,111.398,126.818,93.887,104.729,101.628,109.246,141.556,130.917,113.983,162.979,81.588,75.934,122.131,77.148,84.862,122.725,128.420,165.577,95.611,88.404,132.365,105.599,108.121,126.992,84.779,112.853,105.568,107.626
110,75.406,77.600,83.756,83.273,79.858,107.944,82.141,118.249,142.011,109.928,140.048,111.536,125.723,94.000,103.489,101.148,109.991,142.040,129.640,116.107,153.926,80.950,74.844,123.537,78.603,85.735,112.688,128.071,163.661,91.231,86.202,129.635,103.593,112.422,126.721,85.713,111.866,105.007,99.805
111,74.643,72.714,83.138,85.143,80.548,106.545,81.438,119.728,141.254,109.792,137.904,110.853,125.197,94.842,104.720,101.559,109.433,141.456,128.453,115.048,149.604,79.688,74.763,127.654,77.859,85.147,108.085,126.287,163.450,90.573,85.865,126.536,103.695,110.591,125.803,84.371,111.905,104.790,94.930
112,74.755,70.333,84.016,83.332,80.195,108.048,80.781,119.667,140.713,110.386,139.776,111.177,125.728,93.516,104.256,101.447,110.059,141.355,129.409,113.000,148.163,80.027,74.678,127.524,78.061,86.689,105.934,128.243,163.855,88.961,86.564,127.573,103.556,108.411,126.488,84.416,113.082,103.616,91.769
113,74.804,69.454,83.067,83.790,79.742,107.827,81.866,119.347,142.961,110.658,139.131,111.886,124.282,94.584,102.855,102.108,109.506,140.439,129.728,113.553,146.178,81.206,74.180,125.113,78.022,86.083,106.232,127.786,164.083,89.021,86.689,127.590,104.283,108.687,126.143,84.713,112.177,102.376,90.106
114,75.091,68.480,83.787,82.857,79.613,106.857,81.562,119.433,140.389,110.871,137.067,110.332,126.797,93.985,103.551,101.020,109.660,143.032,129.865,113.852,146.583,79.698,73.403,126.448,77.094,86.819,104.953,127.641,163.201,87.878,86.170,126.137,102.610,107.024,127.352,84.726,112.379,102.812,90.471
115,74.239,68.323,83.681,82.759,79.671,107.268,81.347,118.032,140.121,111.018,138.780,110.081,126.110,93.397,105.365,100.740,109.829,143.357,129.858,114.062,145.216,79.086,73.246,124.901,77.780,86.124,105.465,127.499,162.739,89.142,86.234,126.769,102.096,107.184,128.262,84.363,113.185,102.192,90.426
116,74.421,68.071,82.713,82.777,79.661,107.299,81.816,119.753,140.583,111.249,137.409,110.961,124.323,94.150,103.524,101.303,109.040,140.762,129.922,114.014,145.835,80.053,74.403,125.097,78.466,86.738,104.340,128.106,162.543,88.297,86.955,126.826,101.444,106.838,126.164,85.029,110.616,102.690,88.848
117,74.581,67.675,83.161,86.560,80.225,108.506,81.281,118.081,139.470,110.365,139.067,111.407,126.041,94.150,103.645,101.537,110.351,142.907,130.292,112.715,146.328,79.854,75.209,124.508,77.195,86.104,104.646,128.189,162.275,87.807,85.897,127.142,101.772,107.007,124.184,84.747,112.246,102.982,89.319
118,74.647,67.404,83.902,86.804,79.601,108.195,82.278,119.139,137.580,110.694,137.962,110.000,126.182,93.328,103.930,100.876,110.831,142.015,130.108,113.928,146.449,80.223,75.313,122.906,76.592,84.788,104.394,126.246,162.734,87.801,86.452,126.048,101.153,106.496,127.152,84.839,112.224,103.509,88.921
119,74.852,68.129,83.039,89.671,79.944,108.442,81.553,118.435,138.414,109.833,138.316,110.195,126.336,93.566,103.929,102.319,109.642,141.561,129.603,113.354,145.786,80.801,74.744,124.503,78.534,87.107,104.789,127.283,163.236,87.869,85.817,126.917,101.390,105.339,124.082,85.000,111.078,103.483,89.541
120,75.039,67.254,82.181,88.801,79.798,106.879,81.369,118.870,138.910,111.177,137.626,110.689,126.282,94.631,103.883,101.636,109.237,139.138,128.792,113.873,145.172,80.635,75.180,120.822,76.856,86.014,104.026,126.948,163.905,87.929,87.484,126.462,101.480,104.250,126.877,84.611,112.151,103.125,89.195
121,74.476,67.604,83.815,87.528,80.290,107.048,81.253,118.286,137.977,110.375,139.195,111.877,123.982,93.540,102.571,100.929,109.466,140.017,131.431,114.302,145.286,79.442,73.327,120.393,77.379,84.854,104.979,129.052,163.404,88.430,87.442,125.276,101.580,103.388,125.734,84.679,112.030,102.380,89.176
122,74.905,67.271,83.614,86.531,79.350,106.446,80.444,118.488,138.065,111.049,137.422,111.147,125.572,93.950,103.361,100.825,108.363,142.023,129.510,114.296,145.617,80.425,74.479,120.901,77.892,85.688,104.582,127.956,162.559,88.834,86.897,124.997,101.512,102.145,126.139,84.650,111.828,102.428,88.729
123,74.938,67.847,84.346,85.109,79.561,107.043,81.131,118.898,138.594,110.612,138.173,112.602,125.256,94.200,103.278,101.260,110.234,140.684,129.277,114.289,146.345,80.714,74.422,118.950,77.329,85.033,104.845,128.639,162.640,88.053,86.808,124.724,101.257,103.431,125.373,85.229,111.772,102.004,88.769
124,75.128,67.434,81.756,85.305,80.457,106.736,81.878,118.089,138.296,110.000,136.911,109.602,125.836,94.087,105.306,100.848,108.897,141.826,130.255,113.636,144.689,79.718,74.611,119.919,77.744,84.669,104.399,126.830,164.416,89.006,86.696,126.749,101.328,102.785,126.496,84.418,113.694,102.852,89.143
125,74.645,67.140,83.339,84.247,79.269,106.169,80.875,118.328,138.665,109.704,138.006,111.722,125.328,93.523,103.491,101.289,109.874,141.552,130.838,113.515,145.193,79.884,74.592,120.309,77.083,85.723,104.681,127.499,163.831,87.861,87.952,125.889,101.505,102.405,125.734,84.171,112.181,101.893,89.012
126,74.691,67.802,82.220,83.568,79.394,106.835,81.069,118.758,136.899,110.203,137.013,109.895,125.346,93.787,103.314,100.919,109.567,141.482,129.944,113.674,145.193,79.821,73.498,122.647,77.639,85.778,103.763,125.774,162.390,89.362,86.125,125.912,101.693,102.683,127.049,85.124,113.030,103.734,89.146
127,74.441,67.196,83.280,83.435,80.791,106.502,80.594,118.625,140.183,110.931,138.073,110.084,124.874,93.935,104.466,102.165,108.543,141.293,130.409,114.615,145.928,80.970,75.531,119.565,77.664,84.654,104.415,125.973,162.688,87.994,86.000,126.667,101.980,103.281,125.713,84.074,113.030,103.369,90.426
128,74.975,67.396,82.602,84.005,79.142,105.909,82.338,118.907,139.507,110.717,135.141,110.979,124.918,93.050,104.186,101.415,108.852,141.359,130.154,115.241,144.364,79.445,74.114,120.599,78.069,84.686,103.962,126.924,162.503,87.970,86.654,126.929,101.998,101.601,127.299,84.342,111.052,104.181,89.058
129,74.872,66.905,83.295,82.101,79.536,106.212,82.366,118.805,138.659,109.550,137.917,108.988,124.446,93.234,104.265,101.419,109.986,140.522,131.260,115.148,144.735,80.239,73.863,120.131,76.610,84.083,105.554,127.057,163.838,88.128,86.545,125.442,102.204,101.252,125.078,83.776,112.681,103.613,90.435
130,75.241,66.813,83.760,82.973,79.870,105.749,81.878,118.511,136.949,109.512,138.067,110.290,124.079,93.926,104.148,101.341,108.923,141.214,130.201,113.089,144.703,80.884,74.934,119.094,77.361,83.344,104.531,127.526,164.081,88.958,86.061,126.709,101.700,101.182,125.594,84.855,111.784,102.749,90.310
131,74.988,67.299,83.394,83.660,81.019,107.043,80.794,119.256,139.242,109.532,135.741,111.491,125.228,93.623,104.368,101.112,110.834,140.512,129.039,112.464,144.782,78.957,74.114,119.589,78.480,83.293,105.157,127.501,164.469,89.107,86.917,124.877,101.475,101.913,124.070,85.200,111.905,103.258,89.331
132,75.196,66.989,83.870,82.684,80.135,106.693,80.900,118.535,139.155,109.463,138.125,110.689,126.244,93.462,104.117,100.852,109.178,139.966,129.446,113.876,144.678,79.658,74.104,118.351,77.199,84.151,104.843,128.302,163.993,88.905,86.981,126.561,101.118,101.630,125.238,84.724,112.522,102.015,87.617
133,75.146,66.882,83.720,82.141,80.167,107.208,82.466,118.660,139.639,110.059,137.300,110.165,125.195,93.612,104.585,101.157,109.742,141.068,129.635,115.134,143.703,80.140,74.147,120.071,77.430,83.401,104.239,127.941,163.845,88.365,86.580,126.778,101.621,103.022,125.746,85.561,112.159,103.550,88.745
134,75.363,67.144,83.697,81.971,79.125,106.870,81.731,119.137,138.470,109.573,137.383,109.647,126.462,93.844,103.412,101.209,109.267,141.028,131.005,115.096,144.415,80.711,73.682,119.359,78.256,83.897,105.702,126.943,163.002,87.840,87.202,126.333,101.732,103.060,126.135,84.695,111.220,102.218,89.076
135,75.546,67.241,84.039,81.509,78.733,106.857,81.284,118.896,137.994,110.982,136.700,110.701,125.051,94.197,103.397,102.112,109.787,141.463,129.012,114.137,145.714,79.628,73.768,121.034,77.765,84.934,103.793,127.980,163.095,87.691,85.583,125.154,101.122,102.751,126.160,84.592,110.724,101.993,87.650
136,75.080,67.351,83.028,82.289,80.197,106.411,81.375,118.739,138.386,110.162,137.361,112.093,124.310,93.696,103.754,99.258,109.984,141.287,129.429,113.254,145.269,80.352,75.161,121.814,78.282,84.258,104.927,128.531,163.342,89.039,86.875,126.630,100.800,102.830,126.951,84.716,112.116,102.779,88.368
137,74.915,67.396,82.169,81.939,79.327,107.580,81.106,119.214,139.287,111.913,137.093,111.554,125.077,93.653,103.288,100.890,109.941,141.346,128.654,114.471,145.436,79.694,74.701,120.262,76.892,84.405,105.122,128.617,163.305,87.083,87.577,126.242,102.316,103.424,125.947,85.634,112.664,102.539,89.666
138,75.596,67.125,83.717,82.019,79.847,106.372,81.431,117.979,137.225,110.365,139.236,111.260,126.203,93.286,105.045,100.693,109.321,140.399,129.576,111.801,145.055,78.983,74.180,118.605,77.394,84.954,103.911,127.518,163.152,87.451,85.327,127.630,101.741,102.075,124.869,83.968,112.353,101.797,87.994
139,75.299,67.026,83.067,82.496,79.167,107.459,81.369,118.547,137.763,110.427,138.003,110.150,124.595,93.889,103.735,100.795,109.644,141.771,130.223,115.553,145.962,78.748,74.114,118.785,76.614,84.814,103.833,127.791,162.894,89.481,86.888,127.145,101.255,101.637,125.865,85.497,113.272,101.956,88.562
140,74.841,67.684,83.898,82.021,79.332,106.264,80.619,117.965,136.803,111.257,138.105,109.988,124.992,92.826,103.977,101.248,109.569,141.204,130.429,114.770,145.318,80.412,74.682,118.610,78.903,84.460,104.397,127.902,162.931,89.418,86.994,125.199,101.054,102.629,126.672,84.432,112.069,103.166,87.933
141,75.297,67.531,81.969,82.143,78.740,107.472,81.162,119.909,137.870,110.267,138.732,110.072,124.603,93.690,104.220,101.157,109.960,142.843,129.446,113.079,145.758,79.890,74.095,118.238,77.159,84.164,104.732,128.437,163.173,88.858,87.391,125.436,101.814,101.738,126.078,84.237,113.116,103.077,87.614
142,74.480,67.944,82.512,82.578,79.682,106.857,81.334,118.072,138.169,108.522,137.502,111.608,124.913,93.757,103.853,101.870,109.501,141.081,130.225,113.708,145.890,80.209,74.379,119.864,77.397,85.872,104.671,127.135,163.273,88.228,87.571,127.356,100.850,102.055,124.689,84.621,111.358,102.638,88.796
143,74.536,67.634,83.579,81.735,78.905,107.333,82.238,118.832,137.617,110.576,137.923,110.057,126.136,93.030,104.107,100.974,110.103,140.739,129.493,113.818,145.962,80.003,75.005,119.605,77.690,83.723,104.185,126.953,163.570,87.757,86.962,127.795,101.766,101.910,127.172,84.445,112.228,103.557,89.520
144,74.383,67.194,82.378,81.462,79.179,107.390,82.131,118.232,137.499,109.769,136.463,111.000,126.223,93.534,104.000,100.656,109.749,140.992,129.150,114.196,145.650,79.322,74.374,118.927,77.462,84.147,103.822,128.123,163.545,88.323,85.837,127.034,101.135,101.956,124.225,84.711,112.207,103.059,87.967
145,74.843,66.834,83.047,81.183,80.466,108.130,82.700,119.293,140.135,109.409,138.054,111.189,124.282,94.000,104.060,100.909,109.569,141.380,130.909,113.801,146.797,80.113,74.346,123.487,78.018,85.013,104.446,127.179,163.626,89.451,86.699,126.624,101.961,102.310,126.971,85.097,114.121,110.410,87.979
146,74.920,67.043,83.976,81.684,79.230,106.320,81.856,119.535,138.223,111.314,137.486,109.967,124.823,93.920,104.062,101.720,110.782,141.068,130.199,114.629,146.824,80.286,74.654,121.885,76.903,84.695,104.737,128.042,162.654,90.021,86.196,126.336,102.164,101.547,125.660,84.529,111.293,107.048,90.307
147,75.068,67.813,83.173,82.135,79.919,105.506,82.300,118.530,138.068,110.815,138.444,111.740,125.669,93.625,104.102,100.031,109.770,141.051,130.074,113.663,145.617,80.336,74.095,124.047,77.090,83.806,104.113,126.265,163.732,88.383,86.952,126.655,101.807,103.072,126.475,84.668,111.578,106.697,88.799
148,74.588,67.434,83.949,81.825,78.870,107.991,81.312,119.258,136.462,111.375,137.240,110.725,125.321,93.401,103.912,101.144,109.145,142.333,130.449,113.378,144.960,80.236,74.578,121.670,77.650,84.395,104.944,128.270,164.527,88.596,86.660,125.103,101.412,102.501,126.357,84.574,110.599,107.583,89.888
149,75.287,67.660,82.728,80.753,79.733,105.667,82.537,118.707,137.685,109.931,139.498,110.485,124.472,93.616,103.987,100.732,109.255,141.533,130.150,114.540,146.881,79.133,74.346,122.013,76.964,85.098,104.587,127.587,164.245,88.362,86.228,125.516,101.511,103.101,126.750,84.224,112.599,106.579,88.611
